회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
HD한국조선해양,제46기(당기),삼정회계법인,적     정,-,물적분할,"- 투입법에 따른 수익 인식 등 기업의 회계정책
- 총계약원가 추정의 불확실성
- 산정된 공사진행률의 적절성
- 공사변경에 따른 회계처리의 적절성
- 계약자산의 회수가능성에 대한 평가"
HD한국조선해양,제45기(전기),삼정회계법인,적     정,-,분할합병,"- 투입법에 따른 수익 인식 등 기업의 회계정책
- 총계약원가 추정의 불확실성
- 산정된 공사진행률의 적절성
- 공사변경에 따른 회계처리의 적절성
- 계약자산의 회수가능성에 대한 평가"
HD한국조선해양,제44기(전전기),삼정회계법인,적     정,-,인적분할,"- 투입법에 따른 수익 인식 등 기업의 회계정책
- 총계약원가 추정의 불확실성
- 산정된 공사진행률의 적절성
- 공사변경에 따른 회계처리의 적절성
- 계약자산의 회수가능성에 대한 평가"
HD현대,제 3 기 (당기),삼정회계법인,적정,-,"·판매보증충당부채 설정의 적정성
·무형자산의 손상평가",· 현금창출단위의 손상평가
HD현대,제 2 기 (전기),삼정회계법인,적정,-,"·영업권 및 무형자산의 손상 평가
·전기연결재무제표 재작성",· 현금창출단위의 손상 평가
HD현대,제 1 기 (전전기),삼정회계법인,적정,-,"·연결감사보고서 중 인적분할에 대한 
   감사인의 강조사항",
HD현대건설기계,-,-,,-,,
HD현대건설기계,-,-,,-,,
HD현대건설기계,-,-,,-,,
HD현대에너지솔루션,제 4 기(당기),가율회계법인,적 정,-,전기 재무제표 재작성,재고자산의 실재성
HD현대에너지솔루션,제 3 기(전기),삼정회계법인,적 정,-,영업양수,
HD현대에너지솔루션,제 2 기(전전기),삼정회계법인,적 정,-,자산손상,
HD현대인프라코어,-,-,,-,,
HD현대인프라코어,-,-,,-,,
HD현대인프라코어,-,-,,-,,
HD현대일렉트릭,제3기(당기),삼정회계법인,적 정,-,,"현금창출단위
손상검토"
HD현대일렉트릭,제2기(전기),삼정회계법인,적 정,-,,"현금창출단위
손상검토"
HD현대일렉트릭,제1기(전전기),삼정회계법인,적 정,-,"회사는 2017년 4월 1일을 분할기일로 현대중공업 주식회사(분할전 현대중공업 주식회사)에서 인적분할되어 변압기, 고압차단기, 배전반,회전기,  전력전자제어시스템, 풍력발전기 등의 제조 및 판매를 주 사업목적으로 신규 설립되었으며, 2017년 5월 10일에 한국거래소 코스피시장에 주권을 재상장하였습니다.",
HJ중공업,제13기(당기),삼정회계법인,적정,-, - 계속기업 관련 중요한 불확실성," - 진행기준 수익인식(별도/연결)
 - 이연법인세자산의 회수가능성 평가
    (별도/연결)"
HJ중공업,제12기(전기),삼정회계법인,적정,-," - 계속기업 관련 중요한 불확실성
 - 경영정상화계획 이행을 위한 약정
 - 보고기간 후 사건"," - 진행기준 수익인식(별도/연결)
 - 관계기업에 대한 금융보증부채 평가(별도)
 - 매각예정자산의 순공정가치 평가(연결)"
HJ중공업,제11기(전전기),삼정회계법인,적정,-," - 수주산업 핵심감사항목에 대한 
    감사인의 강조사항 등
 - 경영정상화계획 이행을 위한 약정",
HK이노엔,제 6기,한영회계법인,적정,-,,해당사항 없음
HK이노엔,제 5기,한영회계법인,적정,-,,해당사항 없음
HK이노엔,제 4기,삼일회계법인,적정,-,,해당사항 없음
HL D&I,제 40기 ,삼정회계법인,적정,-,핵심감사사항 강조,"1.일반사항(진행율에 따른 수익과 비용인식)
2.투입법에 따른 수익인식
3.총계약원가의 추정
4.공사진행율 산정
5.미청구공사금액 회수가능성
6.연결재무제표에 대한 경영진과 지배기구의 책임
7.연결재무제표감사에 대한 감사인의 책임"
HL D&I,제 39기,삼정회계법인,적정,-,핵심감사사항 강조,"1.일반사항(진행율에 따른 수익과 비용인식)
2.투입법에 따른 수익인식
3.총계약원가의 추정
4.공사진행율 산정
5.미청구공사금액 회수가능성
6.공사변경에 대한 회계처리
7.연결재무제표에 대한 경영진과 지배기구의 책임
8.연결재무제표감사에 대한 감사인의 책임"
HL D&I,제 38기,삼정회계법인,적정,-,핵심감사사항 강조,"1.일반사항(진행율에 따른 수익과 비용인식)
2.투입법에 따른 수익인식
3.총계약원가의 추정
4.공사진행율 산정
5.미청구공사금액 회수가능성"
HLB,제35기(당기),삼정회계법인,적정,-,해당사항 없음,종속기업투자주식 및 영업권 손상평가
HLB,제34기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
HLB,제33기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
HLB글로벌,제58기(당기),대현회계법인,적정,-,해당사항 없음,종속기업 및 관계기업투자 손상
HLB글로벌,제57기(전기),삼영회계법인,적정,-,해당사항 없음,해당사항 없음
HLB글로벌,제56기(전전기),우리회계법인,적정,-,전환사채 관련 회계처리,해당사항 없음
HLB바이오스텝,제8기(당기),영앤진회계법인,적정,-,해당사항없음,
HLB바이오스텝,제7기(전기),신한회계법인,적정,-,해당사항없음,
HLB바이오스텝,제6기(전전기),한영회계법인,적정,-,해당사항없음,
HLB사이언스,제4기(당기),대현회계법인,적정,-,,
HLB사이언스,제3기(전기),-,,-,,
HLB사이언스,제2기(전전기),-,,-,,
HLB생명과학,제22기(당기),삼덕회계법인,적정,-,해당사항 없음,영업권 손상검토
HLB생명과학,제21기(전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
HLB생명과학,제20기(전전기),태성회계법인,적정,-,"(1) 후속사건(전환사채 발행)
(2) 수주산업 핵심감사항목에 대한 감사인의 강조사항 등",해당사항 없음
HLB이노베이션,제42기(당기),신한회계법인,적정의견,-,,
HLB이노베이션,제41기(당기),신한회계법인,적정의견,-,,
HLB이노베이션,제40기(전기),신한회계법인,적정의견,-,,
HLB제약,2019년(제 22기) ,회계법인 광교,적정,-,,
HLB제약,2018년(제 21기) ,회계법인 새시대,적정,-,,
HLB제약,2017년(제 20기),회계법인 새시대,적정,-,,
HLB테라퓨틱스,제20기(당기),이정지율회계법인,적정,-,해당사항 없음,해당사항 없음
HLB테라퓨틱스,제19기(전기),지율회계법인,적정,-,해당사항 없음,해당사항 없음
HLB테라퓨틱스,제18기(전전기),지율회계법인,적정,-,해당사항 없음,해당사항 없음
HL만도,제6기(당기),삼일회계법인,적정,-,,"개발비 손상 평가
 - 개발자산의 회수가능액 평가
 - 개발비 손상평가에 대한 통제를 이해하고 설계와 운영의 효과성 테스트
 - 당기 실제 성과와전기 추정 비교
 - 경영진이 사용가치 추정에 사용한 가치평가 모델의 적절성 평가
 - 미래 현금흐름 추정이 경영진이 승인한 사업계획과 일치하는지 확인
 - 회수가능액 추정에 사용된 주요 가정의 합리성 평가
 - 경영진이 사용한 할인율 등에 대한 민감도 분석결과 평가
 - 외부평가전문가의 적격성 및 객관성 검토"
HL만도,제5기(전기),삼일회계법인,적정,-,,"개발비 손상 평가
 - 개발자산의 회수가능액 평가
 - 당기 실제 성과와전기 추정 비교
 - 경영진이 사용가치 추정에 사용한 가치평가 모델의 적절성 평가
 - 미래 현금흐름 추정이 경영진이 승인한 사업계획과 일치하는지 확인
 - 회수가능액 추정에 사용된 주요 가정의 합리성 평가
 - 경영진이 사용한 할인율 등에 대한 민감도 분석결과 평가
 - 외부평가전문가의 적격성 및 객관성 검토"
HL만도,제4기(전전기),삼일회계법인,적정,-,,
HL홀딩스,제21기(당기),삼일회계법인,적정,-,,관계기업에 대한 투자자산 손상 평가
HL홀딩스,제20기(전기),삼일회계법인,적정,-,,
HL홀딩스,제19기(전전기),삼일회계법인,적정,-,,
HMM,"제44기
(당기)",안진회계법인,적정,-,"재무제표에 대한 주석 44.(7)에 주의를 기울여야 할 필요가 있습니다. 동 주석에 기술된 바와 같이 연결회사는 해운업의 계속적인 침체로 인해 당기말 현재 유동부채가 유동자산을 초과하고 거액의 영업손실과 누적결손을 계상하고 있습니다. 연결회사는 당기 중 운영자금을 위해 영구채 2천7백억원, 투자자금 확보 및 재무구조 개선을 위한 자본확충 위해 영구채 2천억원 그리고 시설자금을 위해 영구채 4천9백억원을 각각 발행하고 주채권은행과 재무구조 개선을 위한 약정서를 체결하였습니다.

한편, 연결회사의 연결재무제표는 자산과 부채가 정상적인 사업활동과정을 통하여 장부가액으로 회수되거나 상환될 수 있다는 가정하에 회계처리 되었으나, 향후 해운경기의 회복여부와 연결회사의 영업경쟁력 강화 등에 따라 재무상태나 경영성과 등이 큰 폭으로 변동할 가능성이 있으며, 경쟁력 제고방안 이행 약정 및 주채권은행과의 재무구조 개선 약정 등의 최종 결과에 따라서도 좌우되는 중요한 불확실성을 내포하고 있습니다. 이러한 상황은 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 그러나 이로 인한 연결회사의 계속기업으로서의 존속능력에 미칠 궁극적인 영향은 현재로서는 측정할 수 없으며, 따라서 불확실성의 최종 결과로 발생할 수도 있는 자산과 부채 및 관련 손익항목에 대한 조정사항은 연결재무제표에 반영되지 아니하였습니다. 우리의 의견은 이 사항으로부터영향을 받지 아니합니다.","핵심감사사항은 우리의 전문가적 판단에 따라 당기 재무제표감사에서 가장 유의적인사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는않습니다. 우리는 계속기업 관련 중요한 불확실성 단락에 기술된 사항에 추가하여, 아래에 기술된 사항을 이 감사보고서에서 커뮤니케이션할 핵심감사사항으로 결정하였습니다.
핵심감사사항: 컨테이너 사업부의 손상검사
(1) 핵심감사사항으로 결정한 이유연결재무제표에 대한 주석 3.(1) 및 19에서 설명하는 바와 같이 컨테이너 사업부의 회수 가능성을 측정하는 경영진의 판단 및 가정은 불확실성이 존재합니다. 우리는 경영진이 미래현금흐름 추정에 내재된 복잡성 때문에 상당한 판단을 내려야 하기 때문에 이사항을 핵심감사사항으로 결정하였습니다.
(2) 핵심감사사항이 감사에서 다루어진 방법연결회사의 컨테이너 사업부에 대한 손상검사와 관련하여 우리가 수행한 주요 감사절차는 다음과 같습니다.
 
1) 우리는 경영진이 정한 현금창출단위의 적합성을 확인하였습니다.
2) 우리는 컨테이너 사업부의 미래현금흐름 측정에 사용된 다음의 주요 가정 또는 변수의 합리성을 확인하였습니다.① 선박투입수와 운항노선을 고려한 운송물량과 운송수익② 선박투입수와 운항노선을 고려한 운송비용③ 사업계획 및 선박건조계약을 통한 자본적지출④ 성장률과 할인율3) 우리는 회사가 활용한 외부 전문가에 의한 손상평가 보고서 입수 및 외부전문가의적격성 및 독립성 확인하였습니다.4) 우리는 내부 가치평가 전문가를 활용하여 사용가치를 추정하기 위해 사용된 현금흐름모형의 수학적인 정확성을 확인하였습니다5) 우리는 과거 사업계획 대비 실적 비교를 통한 소급적 검토를 수행하였습니다. "
HMM,"제43기
(전기)",안진회계법인,적정,-,"연결재무제표에 대한 주석 45.(9)에 주의를 기울여야 할 필요가 있습니다. 동 주석에 기술된 바와 같이 연결회사는 해운업의 계속적인 침체로 인해 당기말 현재 거액의 영업손실과 누적결손 및 부의 영업현금흐름을 계상하고 있습니다. 이에 따라, 연결회사는 전기 중 해운사의 재무구조 개선을 지원하기 위한 목적으로 설립된 회사인 한국선박해양㈜와 선박매각 후 재용선(매각금액 1,504억원), 영구전환사채 발행(6,000억원) 및 제3자 배정 유상증자(1,040억원)를 완료하였으며, 글로벌 해운동맹인 ""2M""과 2M + H 전략적 협력 본 계약을 체결하였고, 12월중 유상증자를 실시하여 5,564억원이 납입완료되었습니다. 
이후 연결회사는 당기 중 재무구조개선을 위한 자본확충을 위해 영구채 10,000억원(전환사채 4,000억, 신주인수권부사채 6,000억원)을 발행하였고, 기존 채권금융기관협의회 자율협약 종결에 따라 경영정상화계약 이행 약정이 2018년 11월 1일에 종료되었으며, 재무구조 개선을 위한 신규자금지원에 따라 산업은행 및 한국해양진흥공사와 경쟁력 제고방안 이행 약정서를 체결 하였으며, 12월 중 유상증자를 실시하여 100억원이 납입완료되었습니다.한편, 연결회사의 연결재무제표는 자산과 부채가 정상적인 사업활동과정을 통하여 장부가액으로 회수되거나 상환될 수 있다는 가정하에 회계처리 되었으나, 향후 해운경기의 회복여부와 연결회사의 영업경쟁력 강화 등에 따라 재무상태나 경영성과 등이 큰 폭으로 변동할 가능성이 있으며, 경쟁력 제고방안 이행 약정 등의 최종 결과에 따라서도 좌우되는 중요한 불확실성을 내포하고 있습니다. 이러한 상황은 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 그러나 이로 인한 연결회사의 계속기업으로서의 존속능력에 미칠 궁극적인 영향은 현재로서는 측정할 수 없으며, 따라서 불확실성의 최종 결과로 발생할 수도 있는 자산과 부채 및 관련 손익항목에 대한 조정사항은 연결재무제표에 반영되지 아니하였습니다.","핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는않습니다. 우리는 계속기업 관련 중요한 불확실성 단락에 기술된 사항에 추가하여, 아래에 기술된 사항을 이 감사보고서에서 커뮤니케이션할 핵심감사사항으로 결정하였습니다.
핵심감사사항: 컨테이너 사업부의 손상검사(1) 핵심감사사항으로 결정한 이유연결재무제표에 대한 주석 3.(2) 및 21에서 설명하는 바와 같이 컨테이너 사업부의 회수 가능성을 측정하는 경영진의 판단 및 가정은 불확실성이 존재합니다. 우리는 경영진이 미래현금흐름 추정에 내재된 복잡성 때문에 상당한 판단을 내려야 하기 때문에 이사항을 핵심감사사항으로 결정하였습니다.
(2) 핵심감사사항이 감사에서 다루어진 방법연결회사의 컨테이너 사업부에 대한 손상검사와 관련하여 우리가 수행한 주요 감사절차는 다음과 같습니다.

1) 우리는 컨테이너 사업부 손상검사와 관련하여 설계된 회사의 통제활동을 이해하였습니다.
2) 우리는 경영진이 정한 현금창출단위의 적합성을 확인하였습니다.
3) 우리는 컨테이너 사업부의 미래현금흐름 측정에 사용된 다음의 주요 가정 또는 변수의 합리성을 확인하였습니다.① 선박투입수와 운항노선을 고려한 운송물량과 운송수익② 선박투입수와 운항노선을 고려한 운송비용③ 사업계획 및 선박건조계약을 통한 자본적지출④ 성장률과 할인율4) 우리는 내부 가치평가 전문가를 활용하여 사용가치를 추정하기 위해 사용된 현금흐름모형의 수학적인 정확성을 확인하였습니다."
